id,opened,opened_ms,kind,coin,round,side,price,qty,stake,fee,fair,t_left,settled,settled_ms,winner,payout,pnl,pnl_pct,result,resolved_by
39,2026-09-23 03:16:04,1790126164868,fair,eth,1790126100,Up,0.46,9.9862,4.7673,0.1736,0.5194,836,2026-09-23 03:34:55,1790127295345,Down,0.0,-4.7673,-100.0,lost,polymarket
42,2026-09-23 03:35:04,1790127304899,fair,eth,1790127000,Up,0.26,13.0,3.5551,0.1751,0.3138,596,2026-09-23 03:52:55,1790128375443,Down,0.0,-3.5551,-100.0,lost,polymarket
43,2026-09-23 03:46:14,1790127974933,fair,btc,1790127900,Up,0.41,9.3274,3.9822,0.1579,0.49,826,2026-09-23 04:02:55,1790128975200,Up,9.3274,5.3452,134.23,won,polymarket
45,2026-09-23 03:59:09,1790128749976,diparb_leg1,btc,1790127900,Down,0.38,20.0,7.929839999999999,0.32984,,51,2026-09-23 04:02:55,1790128975201,Up,0.0,-7.9298,-100.0,lost,polymarket
44,2026-09-23 03:47:09,1790128029960,fair,eth,1790127900,Up,0.39,9.7731,3.9743,0.1628,0.4604,771,2026-09-23 04:02:55,1790128975451,Down,0.0,-3.9743,-100.0,lost,polymarket
46,2026-09-23 03:58:30,1790128710000,diparb_leg1,eth,1790127900,Up,0.052,20.0,1.1090144,0.0690144,,91,2026-09-23 04:02:55,1790128975452,Down,0.0,-1.109,-100.0,lost,polymarket
47,2026-09-23 04:01:04,1790128864992,fair,btc,1790128800,Down,0.4,9.1102,3.7971,0.1531,0.4975,836,2026-09-23 04:22:55,1790130175294,Up,0.0,-3.7971,-100.0,lost,polymarket
49,2026-09-23 04:14:20,1790129660067,diparb_leg1,btc,1790128800,Down,0.0699999999999999,20.0,1.49114,0.09114,,41,2026-09-23 04:22:55,1790130175294,Up,0.0,-1.4911,-100.0,lost,polymarket
48,2026-09-23 04:01:04,1790128864994,fair,eth,1790128800,Down,0.46,7.938,3.7895,0.138,0.5646,836,2026-09-23 04:22:55,1790130175522,Down,7.938,4.1485,109.47,won,polymarket
50,2026-09-23 04:16:05,1790129765054,fair,eth,1790129700,Down,0.47,7.9337,3.8672,0.1383,0.5348,836,2026-09-23 04:32:55,1790130775547,Up,0.0,-3.8672,-100.0,lost,polymarket
51,2026-09-23 04:16:45,1790129805068,fair,btc,1790129700,Down,0.41,9.0418,3.8603,0.1531,0.4751,796,2026-09-23 04:34:55,1790130895350,Up,0.0,-3.8603,-100.0,lost,polymarket
53,2026-09-23 04:36:50,1790131010139,fair,eth,1790130600,Up,0.32,10.4546,3.5047,0.1592,0.3981,491,2026-09-23 04:48:55,1790131735603,Down,0.0,-3.5047,-100.0,lost,polymarket
54,2026-09-23 04:43:30,1790131410138,diparb_leg1,eth,1790130600,Up,0.12,20.0,2.54784,0.14784,,91,2026-09-23 04:48:55,1790131735604,Down,0.0,-2.5478,-100.0,lost,polymarket
52,2026-09-23 04:36:30,1790130990101,fair,btc,1790130600,Up,0.3,11.1628,3.5129,0.1641,0.3602,511,2026-09-23 04:49:55,1790131795390,Down,0.0,-3.5129,-100.0,lost,polymarket
56,2026-09-23 04:47:10,1790131630162,fair,btc,1790131500,Down,0.35,9.5342,3.4888,0.1518,0.4073,771,2026-09-23 05:03:55,1790132635413,Up,0.0,-3.4888,-100.0,lost,polymarket
57,2026-09-23 04:58:35,1790132315187,diparb_leg1,btc,1790131500,Down,0.12,20.0,2.54784,0.14784,,86,2026-09-23 05:03:55,1790132635414,Up,0.0,-2.5478,-100.0,lost,polymarket
55,2026-09-23 04:46:05,1790131565163,fair,eth,1790131500,Down,0.32,10.4308,3.4968,0.1589,0.4144,836,2026-09-23 05:03:55,1790132635629,Up,0.0,-3.4968,-100.0,lost,polymarket
58,2026-09-23 04:57:10,1790132230193,diparb_leg1,eth,1790131500,Down,0.0999999999999999,20.0,2.126,0.126,,171,2026-09-23 05:03:55,1790132635630,Up,0.0,-2.126,-100.0,lost,polymarket
60,2026-09-23 05:13:30,1790133210217,diparb_leg1,btc,1790132400,Up,0.09,20.0,1.91466,0.11466,,91,2026-09-23 05:18:55,1790133535427,Down,0.0,-1.9147,-100.0,lost,polymarket
59,2026-09-23 05:01:45,1790132505189,fair,eth,1790132400,Up,0.38,7.9358,3.1465,0.1309,0.4454,796,2026-09-23 05:18:55,1790133535621,Up,7.9358,4.7893,152.21,won,polymarket
61,2026-09-23 05:13:15,1790133195192,diparb_leg1,eth,1790132400,Down,0.29,20.0,6.088260000000001,0.28826,,106,2026-09-23 05:18:55,1790133535621,Up,0.0,-6.0883,-100.0,lost,polymarket
62,2026-09-23 05:16:40,1790133400227,fair,btc,1790133300,Down,0.59,4.6236,2.8062,0.0783,0.6778,801,2026-09-23 05:33:55,1790134435497,Up,0.0,-2.8062,-100.0,lost,polymarket
63,2026-09-23 05:20:00,1790133600215,fair,eth,1790133300,Down,0.3,9.6864,3.0483,0.1424,0.3849,601,2026-09-23 05:34:55,1790134495455,Up,0.0,-3.0483,-100.0,lost,polymarket
64,2026-09-23 05:33:55,1790134435255,fair,btc,1790134200,Down,0.44,6.6511,3.0412,0.1147,0.5002,666,2026-09-23 05:50:55,1790135455500,Up,0.0,-3.0412,-100.0,lost,polymarket
65,2026-09-23 05:37:55,1790134675287,fair,eth,1790134200,Up,0.71,3.8014,2.7538,0.0548,0.7688,426,2026-09-23 05:50:55,1790135455700,Up,3.8014,1.0476,38.04,won,polymarket
66,2026-09-23 05:46:05,1790135165307,fair,btc,1790135100,Down,0.62,4.3222,2.751,0.0713,0.724,836,2026-09-23 06:04:55,1790136295599,Down,4.3222,1.5712,57.11,won,polymarket
67,2026-09-23 05:46:05,1790135165308,fair,eth,1790135100,Down,0.67,4.0081,2.7475,0.062,0.7778,836,2026-09-23 06:04:55,1790136295803,Down,4.0081,1.2606,45.88,won,polymarket
68,2026-09-23 06:02:40,1790136160367,fair,eth,1790136000,Up,0.24,10.4964,2.6532,0.134,0.2964,741,2026-09-23 14:54:58,1790168098066,Up,10.4964,7.8432,295.61,won,polymarket
69,2026-09-23 06:05:00,1790136300408,fair,btc,1790136000,Up,0.25,10.6212,2.7947,0.1394,0.3108,601,2026-09-23 14:54:58,1790168098348,Up,10.6212,7.8265,280.05,won,polymarket
70,2026-09-23 14:58:41,1790168321199,diparb_leg1,btc,1790167500,Down,0.5,20.0,10.35,0.35,,80,2026-09-23 15:05:56,1790168756484,Up,0.0,-10.35,-100.0,lost,polymarket
72,2026-09-23 15:01:16,1790168476213,fair,btc,1790168400,Down,0.56,6.2,3.579,0.1069,0.6291,825,2026-09-23 15:21:56,1790169716596,Down,6.2,2.621,73.23,won,polymarket
71,2026-09-23 15:01:01,1790168461179,fair,eth,1790168400,Down,0.51,6.7961,3.5849,0.1189,0.5714,840,2026-09-23 15:21:56,1790169716836,Down,6.7961,3.2112,89.58,won,polymarket
73,2026-09-23 15:31:31,1790170291322,fair,btc,1790170200,Up,0.57,6.6022,3.8765,0.1133,0.6432,810,2026-09-23 15:47:56,1790171276607,Up,6.6022,2.7257,70.31,won,polymarket
74,2026-09-23 15:33:01,1790170381292,fair,eth,1790170200,Up,0.69,5.4908,3.8708,0.0822,0.7741,720,2026-09-23 15:47:56,1790171276807,Up,5.4908,1.62,41.85,won,polymarket
75,2026-09-23 15:43:16,1790170996353,diparb_leg1,eth,1790170200,Down,0.09,20.0,1.91466,0.11466,,105,2026-09-23 15:47:56,1790171276807,Up,0.0,-1.9147,-100.0,lost,polymarket
76,2026-09-23 15:46:06,1790171166365,fair,btc,1790171100,Down,0.78,4.8822,3.8667,0.0586,0.8385,835,2026-09-23 16:02:56,1790172176722,Down,4.8822,1.0155,26.26,won,polymarket
78,2026-09-23 15:58:36,1790171916414,diparb_leg1,btc,1790171100,Up,0.13,20.0,2.75834,0.15834,,84,2026-09-23 16:02:56,1790172176722,Down,0.0,-2.7583,-100.0,lost,polymarket
77,2026-09-23 15:46:11,1790171171368,fair,eth,1790171100,Down,0.82,4.6533,3.8638,0.0481,0.8877,830,2026-09-23 16:02:56,1790172176944,Down,4.6533,0.7895,20.43,won,polymarket
79,2026-09-23 16:16:01,1790172961478,fair,btc,1790172900,Down,0.54,7.5065,4.184,0.1305,0.6164,839,2026-09-23 16:33:56,1790174036823,Down,7.5065,3.3225,79.41,won,polymarket
80,2026-09-23 16:16:06,1790172966531,fair,eth,1790172900,Down,0.66,6.1824,4.1775,0.0971,0.7389,834,2026-09-23 16:34:56,1790174096810,Down,6.1824,2.0049,47.99,won,polymarket
81,2026-09-23 16:38:26,1790174306557,fair,eth,1790173800,Down,0.05,27.0,1.4398,0.0898,0.0989,394,2026-09-23 16:48:57,1790174937063,Up,0.0,-1.4398,-100.0,lost,polymarket
82,2026-09-23 16:46:36,1790174796611,fair,btc,1790174700,Up,0.37,11.5085,4.4459,0.1878,0.4371,804,2026-09-23 17:04:56,1790175896935,Up,11.5085,7.0626,158.86,won,polymarket
83,2026-09-23 16:46:56,1790174816606,fair,eth,1790174700,Up,0.31,5.0,1.6249,0.0749,0.3765,784,2026-09-23 17:04:57,1790175897177,Up,5.0,3.3751,207.71,won,polymarket
84,2026-09-23 17:01:41,1790175701652,fair,btc,1790175600,Down,0.37,11.2998,4.3653,0.1844,0.4275,799,2026-09-23 17:18:56,1790176736938,Up,0.0,-4.3653,-100.0,lost,polymarket
85,2026-09-23 17:02:41,1790175761628,fair,eth,1790175600,Down,0.31,13.4044,4.3561,0.2007,0.3677,739,2026-09-23 17:18:57,1790176737142,Up,0.0,-4.3561,-100.0,lost,polymarket
86,2026-09-23 17:13:16,1790176396688,diparb_leg1,eth,1790175600,Down,0.0999999999999999,20.0,2.126,0.126,,104,2026-09-23 17:18:57,1790176737142,Up,0.0,-2.126,-100.0,lost,polymarket
87,2026-09-23 17:21:21,1790176881711,fair,btc,1790176500,Up,0.28,15.1787,4.4642,0.2142,0.3487,519,2026-09-23 17:34:57,1790177697064,Down,0.0,-4.4642,-100.0,lost,polymarket
88,2026-09-23 17:23:16,1790176996718,fair,eth,1790176500,Down,0.26,16.2854,4.4535,0.2193,0.3177,404,2026-09-23 17:34:57,1790177697281,Down,16.2854,11.8319,265.68,won,polymarket
90,2026-09-23 17:33:01,1790177581766,fair,btc,1790177400,Up,0.31,13.6399,4.4326,0.2042,0.3651,719,2026-09-23 17:49:57,1790178597075,Down,0.0,-4.4326,-100.0,lost,polymarket
89,2026-09-23 17:31:16,1790177476786,fair,eth,1790177400,Up,0.33,12.8592,4.4426,0.199,0.4187,824,2026-09-23 17:49:57,1790178597286,Down,0.0,-4.4426,-100.0,lost,polymarket
92,2026-09-23 18:01:26,1790179286873,fair,btc,1790179200,Down,0.78,5.5351,4.3839,0.0665,0.9088,814,2026-09-23 18:21:57,1790180517256,Up,0.0,-4.3839,-100.0,lost,polymarket
91,2026-09-23 18:01:11,1790179271876,fair,eth,1790179200,Down,0.67,6.4026,4.3889,0.0991,0.7289,829,2026-09-23 18:21:57,1790180517481,Up,0.0,-4.3889,-100.0,lost,polymarket
94,2026-09-23 18:26:21,1790180781945,fair,eth,1790180100,Up,0.34,11.0734,3.9389,0.1739,0.3977,219,2026-09-23 18:35:57,1790181357533,Down,0.0,-3.9389,-100.0,lost,polymarket
96,2026-09-23 18:28:16,1790180896985,diparb_leg1,eth,1790180100,Up,0.14,20.0,2.96856,0.16856,,104,2026-09-23 18:35:57,1790181357533,Down,0.0,-2.9686,-100.0,lost,polymarket
93,2026-09-23 18:26:21,1790180781943,fair,btc,1790180100,Up,0.13,28.642,3.9502,0.2268,0.1834,219,2026-09-23 18:36:57,1790181417326,Down,0.0,-3.9502,-100.0,lost,polymarket
95,2026-09-23 18:28:06,1790180886992,diparb_leg1,btc,1790180100,Up,0.05,20.0,1.0665,0.0665,,114,2026-09-23 18:36:57,1790181417327,Down,0.0,-1.0665,-100.0,lost,polymarket
97,2026-09-23 18:31:02,1790181062038,fair,btc,1790181000,Down,0.28,13.3629,3.9302,0.1886,0.3722,839,2026-09-23 18:51:57,1790182317357,Down,13.3629,9.4327,240.01,won,polymarket
98,2026-09-23 18:31:02,1790181062040,fair,eth,1790181000,Down,0.25,14.9007,3.9208,0.1956,0.3241,839,2026-09-23 18:51:57,1790182317562,Up,0.0,-3.9208,-100.0,lost,polymarket
99,2026-09-23 18:43:12,1790181792066,diparb_leg1,eth,1790181000,Down,0.23,20.0,4.84794,0.24794,,109,2026-09-23 18:51:57,1790182317562,Up,0.0,-4.8479,-100.0,lost,polymarket
100,2026-09-23 18:46:52,1790182012065,fair,btc,1790181900,Up,0.34,9.9423,3.5366,0.1562,0.4054,789,2026-09-23 19:03:57,1790183037455,Down,0.0,-3.5366,-100.0,lost,polymarket
101,2026-09-23 18:48:42,1790182122077,fair,eth,1790181900,Up,0.24,13.9604,3.5287,0.1782,0.3024,679,2026-09-23 19:07:57,1790183277455,Down,0.0,-3.5287,-100.0,lost,polymarket
102,2026-09-23 19:01:42,1790182902136,fair,btc,1790182800,Down,0.22,16.4416,3.8146,0.1975,0.2756,799,2026-09-23 19:17:57,1790183877504,Down,16.4416,12.627,331.02,won,polymarket
103,2026-09-23 19:16:12,1790183772702,fair,btc,1790183700,Down,0.27,12.2208,3.4682,0.1686,0.3511,829,2026-09-23 19:37:57,1790185077599,Up,0.0,-3.4682,-100.0,lost,polymarket
104,2026-09-23 19:17:42,1790183862237,fair,eth,1790183700,Down,0.18,18.1777,3.4598,0.1878,0.2335,739,2026-09-23 19:37:57,1790185077888,Up,0.0,-3.4598,-100.0,lost,polymarket
105,2026-09-23 19:35:17,1790184917793,fair,eth,1790184600,Up,0.22,16.0,3.7122,0.1922,0.2747,584,2026-09-23 19:49:57,1790185797868,Up,16.0,12.2878,331.01,won,polymarket
106,2026-09-23 19:35:22,1790184922315,fair,btc,1790184600,Up,0.29,13.4095,4.082,0.1933,0.3469,579,2026-09-23 19:50:57,1790185857620,Up,13.4095,9.3275,228.5,won,polymarket
107,2026-09-23 19:48:47,1790185727396,fair,btc,1790185500,Down,0.37,9.6909,3.7438,0.1581,0.4308,674,2026-09-23 20:03:58,1790186638256,Up,0.0,-3.7438,-100.0,lost,polymarket
109,2026-09-23 19:58:37,1790186317397,diparb_leg1,btc,1790185500,Down,0.05,20.0,1.0665,0.0665,,83,2026-09-23 20:03:58,1790186638256,Up,0.0,-1.0665,-100.0,lost,polymarket
108,2026-09-23 19:48:47,1790185727397,fair,eth,1790185500,Down,0.43,5.0,2.2358,0.0858,0.4893,674,2026-09-23 20:04:57,1790186697741,Up,0.0,-2.2358,-100.0,lost,polymarket
110,2026-09-23 19:58:42,1790186322428,diparb_leg1,eth,1790185500,Down,0.34,20.0,7.114160000000001,0.31416,,78,2026-09-23 20:04:57,1790186697741,Up,0.0,-7.1142,-100.0,lost,polymarket
111,2026-09-23 20:04:47,1790186687481,fair,btc,1790186400,Up,0.27,16.3932,4.6523,0.2262,0.3262,613,2026-09-23 20:19:57,1790187597777,Down,0.0,-4.6523,-100.0,lost,polymarket
113,2026-09-23 20:13:27,1790187207497,diparb_leg1,btc,1790186400,Up,0.05,20.0,1.0665,0.0665,,93,2026-09-23 20:19:57,1790187597777,Down,0.0,-1.0665,-100.0,lost,polymarket
112,2026-09-23 20:11:47,1790187107490,fair,eth,1790186400,Up,0.15,28.5262,4.5335,0.2546,0.2001,193,2026-09-23 20:20:57,1790187657807,Down,0.0,-4.5335,-100.0,lost,polymarket
114,2026-09-23 20:13:52,1790187232492,diparb_leg1,eth,1790186400,Up,0.04,20.0,0.8537600000000001,0.05376,,68,2026-09-23 20:20:57,1790187657807,Down,0.0,-0.8538,-100.0,lost,polymarket
115,2026-09-23 20:16:47,1790187407531,fair,btc,1790187300,Up,0.5,8.7358,4.5208,0.1529,0.5603,793,2026-09-23 20:34:59,1790188499266,Down,0.0,-4.5208,-100.0,lost,polymarket
117,2026-09-23 20:29:13,1790188153942,diparb_leg1,btc,1790187300,Up,0.03,20.0,0.64074,0.04074,,47,2026-09-23 20:34:59,1790188499267,Down,0.0,-0.6407,-100.0,lost,polymarket
116,2026-09-23 20:16:57,1790187417512,fair,eth,1790187300,Up,0.4,10.8281,4.5131,0.1819,0.4653,783,2026-09-23 20:34:59,1790188499525,Down,0.0,-4.5131,-100.0,lost,polymarket
118,2026-09-23 20:29:13,1790188153943,diparb_leg1,eth,1790187300,Up,0.06,20.0,1.27896,0.07896,,47,2026-09-23 20:34:59,1790188499525,Down,0.0,-1.279,-100.0,lost,polymarket
