id,opened,opened_ms,kind,coin,round,side,price,qty,stake,fee,fair,t_left,settled,settled_ms,winner,payout,pnl,pnl_pct,result,resolved_by
12,2026-09-23 00:46:11,1790117171635,fair,btc,1790117100,Down,0.46,9.2923,4.436,0.1616,0.5194,829,2026-09-23 01:07:56,1790118476953,Down,9.2923,4.8563,109.47,won,polymarket
11,2026-09-23 00:46:01,1790117161649,fair,eth,1790117100,Down,0.35,12.1492,4.4457,0.1935,0.4234,839,2026-09-23 01:07:57,1790118477190,Down,12.1492,7.7035,173.28,won,polymarket
13,2026-09-23 00:58:21,1790117901668,diparb_leg1,eth,1790117100,Up,0.05,20.0,1.0665,0.0665,,99,2026-09-23 01:07:57,1790118477191,Down,0.0,-1.0665,-100.0,lost,polymarket
15,2026-09-23 01:05:36,1790118336723,fair,btc,1790118000,Up,0.9,4.8744,4.4177,0.0307,0.9611,564,2026-09-23 01:17:56,1790119076968,Up,4.8744,0.4567,10.34,won,polymarket
14,2026-09-23 01:03:16,1790118196707,fair,eth,1790118000,Down,0.19,19.0,3.8147,0.2047,0.2457,704,2026-09-23 01:17:57,1790119077194,Up,0.0,-3.8147,-100.0,lost,polymarket
17,2026-09-23 01:21:51,1790119311752,fair,btc,1790118900,Down,0.7,6.8524,4.8974,0.1007,0.7587,489,2026-09-23 01:32:54,1790119974817,Down,6.8524,1.955,39.92,won,polymarket
16,2026-09-23 01:16:01,1790118961718,fair,eth,1790118900,Up,0.51,9.5962,5.0619,0.1679,0.5799,839,2026-09-23 01:34:54,1790120094831,Down,0.0,-5.0619,-100.0,lost,polymarket
18,2026-09-23 01:32:04,1790119924440,fair,btc,1790119800,Down,0.62,7.6864,4.8923,0.1268,0.6868,776,2026-09-23 01:49:54,1790120994735,Down,7.6864,2.7941,57.11,won,polymarket
20,2026-09-23 01:46:24,1790120784536,fair,btc,1790120700,Down,0.34,13.308,4.7338,0.209,0.4021,816,2026-09-23 02:03:54,1790121834818,Up,0.0,-4.7338,-100.0,lost,polymarket
21,2026-09-23 01:58:39,1790121519566,diparb_leg1,btc,1790120700,Down,0.06,20.0,1.27896,0.07896,,81,2026-09-23 02:03:54,1790121834818,Up,0.0,-1.279,-100.0,lost,polymarket
19,2026-09-23 01:46:04,1790120764523,fair,eth,1790120700,Down,0.35,12.9647,4.7441,0.2065,0.4396,836,2026-09-23 02:03:55,1790121835036,Up,0.0,-4.7441,-100.0,lost,polymarket
22,2026-09-23 01:58:54,1790121534499,diparb_leg1,eth,1790120700,Down,0.16,20.0,3.38816,0.18816,,66,2026-09-23 02:03:55,1790121835037,Up,0.0,-3.3882,-100.0,lost,polymarket
24,2026-09-23 02:11:34,1790122294562,fair,eth,1790121600,Down,0.39,10.8449,4.4101,0.1806,0.4615,206,2026-09-23 02:18:55,1790122735148,Up,0.0,-4.4101,-100.0,lost,polymarket
23,2026-09-23 02:01:39,1790121699579,fair,btc,1790121600,Down,0.63,7.534,4.8694,0.1229,0.6865,801,2026-09-23 02:20:54,1790122854860,Up,0.0,-4.8694,-100.0,lost,polymarket
25,2026-09-23 02:12:24,1790122344611,diparb_leg1,btc,1790121600,Down,0.05,20.0,1.0665,0.0665,,156,2026-09-23 02:20:54,1790122854861,Up,0.0,-1.0665,-100.0,lost,polymarket
26,2026-09-23 02:19:54,1790122794640,fair,btc,1790122500,Up,0.85,4.8777,4.1896,0.0435,0.9093,606,2026-09-23 02:33:54,1790123634886,Up,4.8777,0.6881,16.42,won,polymarket
28,2026-09-23 02:26:19,1790123179633,diparb_leg1,btc,1790122500,Down,0.05,20.0,1.0665,0.0665,,221,2026-09-23 02:33:54,1790123634887,Up,0.0,-1.0665,-100.0,lost,polymarket
27,2026-09-23 02:26:29,1790123189647,fair,eth,1790122500,Down,0.23,8.0,1.9392,0.0992,0.2842,211,2026-09-23 02:33:55,1790123635111,Down,8.0,6.0608,312.54,won,polymarket
29,2026-09-23 02:28:54,1790123334683,diparb_leg1,eth,1790122500,Up,0.44,20.0,9.14496,0.3449600000000001,,66,2026-09-23 02:33:55,1790123635111,Down,0.0,-9.145,-100.0,lost,polymarket
31,2026-09-23 02:38:04,1790123884693,fair,btc,1790123400,Down,0.31,13.1824,4.2839,0.1974,0.3667,416,2026-09-23 02:47:54,1790124474965,Down,13.1824,8.8985,207.72,won,polymarket
32,2026-09-23 02:44:30,1790124270187,diparb_leg1,btc,1790123400,Up,0.05,20.0,1.0665,0.0665,,31,2026-09-23 02:47:54,1790124474965,Down,0.0,-1.0665,-100.0,lost,polymarket
30,2026-09-23 02:32:14,1790123534641,fair,eth,1790123400,Down,0.26,8.59,2.3491,0.1157,0.3311,766,2026-09-23 02:50:54,1790124654979,Up,0.0,-2.3491,-100.0,lost,polymarket
33,2026-09-23 02:49:39,1790124579701,fair,btc,1790124300,Down,0.46,9.9057,4.7289,0.1722,0.5179,621,2026-09-23 03:03:55,1790125435009,Up,0.0,-4.7289,-100.0,lost,polymarket
35,2026-09-23 02:59:09,1790125149828,diparb_leg1,btc,1790124300,Down,0.15,20.0,3.1785000000000005,0.1785,,51,2026-09-23 03:03:55,1790125435009,Up,0.0,-3.1785,-100.0,lost,polymarket
34,2026-09-23 02:50:44,1790124644731,fair,eth,1790124300,Down,0.35,12.8995,4.7202,0.2054,0.4266,556,2026-09-23 03:03:55,1790125435270,Down,12.8995,8.1793,173.28,won,polymarket
36,2026-09-23 02:59:34,1790125174783,diparb_leg1,eth,1790124300,Up,0.27,20.0,5.675940000000001,0.27594,,26,2026-09-23 03:03:55,1790125435270,Down,0.0,-5.6759,-100.0,lost,polymarket
37,2026-09-23 03:01:59,1790125319790,fair,btc,1790125200,Down,0.39,11.3077,4.5983,0.1883,0.4571,781,2026-09-23 03:18:55,1790126335083,Up,0.0,-4.5983,-100.0,lost,polymarket
38,2026-09-23 03:04:59,1790125499801,fair,eth,1790125200,Down,0.18,25.1155,4.7803,0.2595,0.2309,601,2026-09-23 03:18:55,1790126335311,Up,0.0,-4.7803,-100.0,lost,polymarket
40,2026-09-23 03:19:24,1790126364863,fair,btc,1790126100,Up,0.35,5.0,1.8296,0.0796,0.4067,636,2026-09-23 03:34:55,1790127295118,Down,0.0,-1.8296,-100.0,lost,polymarket
41,2026-09-23 03:27:49,1790126869865,diparb_leg1,btc,1790126100,Up,0.0999999999999999,20.0,2.126,0.126,,131,2026-09-23 03:34:55,1790127295119,Down,0.0,-2.126,-100.0,lost,polymarket
