time,ms,equity,cash
2026-09-22 03:13,1790039633242,1000.0,1000.0
2026-09-22 03:44,1790041449719,1000.0,1000.0
2026-09-22 22:15,1790108100157,1000.0,1000.0
2026-09-23 02:07,1790122020246,1000.0,1000.0
2026-09-23 21:39,1790192371293,1000.0,1000.0
2026-09-23 22:09,1790194188504,1000.0,1000.0
