time,ms,coin,round,side,from_ask,to_ask,drop_pct,t_left,sum_at_dip,min_sum,outcome,hedge_after_s,shares,cost,proceeds,pnl
2026-09-23 23:19:14,1790198354742,btc,1790198100,Up,0.35,0.28,20.0,646,1.03,1.03,stopped,60.0,20.0,6.0883,4.7375,-1.3508
2026-09-23 23:20:29,1790198429735,eth,1790198100,Up,0.38,0.3,21.1,571,1.03,0.95,stopped,60.0,20.0,6.4995,6.8774,0.378
2026-09-23 23:20:54,1790198454800,btc,1790198100,Up,0.34,0.28,17.6,546,1.03,0.89,hedged,49.9,20.0,18.4243,20.0,1.5757
2026-09-23 23:22:44,1790198564749,btc,1790198100,Up,0.6,0.38,36.7,436,1.03,0.91,hedged,55.0,20.0,18.8825,20.0,1.1175
2026-09-23 23:22:44,1790198564751,eth,1790198100,Up,0.59,0.33,44.1,436,1.07,0.99,stopped,65.0,20.0,7.1142,6.0954,-1.0188
2026-09-23 23:23:59,1790198639821,btc,1790198100,Down,0.51,0.41,19.6,361,1.03,1.02,stopped,64.9,20.0,8.741,4.3521,-4.389
2026-09-23 23:25:19,1790198719727,btc,1790198100,Up,0.75,0.63,16.0,281,1.03,0.91,hedged,30.0,20.0,18.7985,20.0,1.2015
2026-09-23 23:24:49,1790198689733,eth,1790198100,Down,0.46,0.34,26.1,311,1.03,1.02,stopped,60.0,20.0,7.3185,3.9677,-3.3508
2026-09-23 23:25:54,1790198754731,btc,1790198100,Down,0.31,0.23,25.8,246,1.03,1.01,stopped,60.0,20.0,5.0554,1.6853,-3.37
2026-09-23 23:26:44,1790198804737,eth,1790198100,Down,0.13,0.09,30.8,196,1.03,0.64,hedged,15.0,20.0,13.2738,20.0,6.7262
2026-09-23 23:26:59,1790198819784,btc,1790198100,Up,0.9,0.55,38.9,181,1.03,0.84,hedged,15.0,20.0,17.4272,20.0,2.5728
2026-09-23 23:27:14,1790198834744,eth,1790198100,Down,0.48,0.38,20.8,166,1.03,1.03,stopped,60.0,20.0,8.1331,5.706,-2.4271
2026-09-23 23:27:19,1790198839715,btc,1790198100,Down,0.41,0.22,46.3,161,1.03,1.01,stopped,60.1,20.0,4.8479,1.3089,-3.5391
2026-09-23 23:28:29,1790198909762,btc,1790198100,Down,0.09,0.07,22.2,91,1.03,1.03,held_to_resolution,,20.0,1.703,,
2026-09-23 23:28:24,1790198904793,eth,1790198100,Down,0.31,0.21,32.3,96,1.03,1.03,held_to_resolution,,20.0,4.6402,,
2026-09-23 23:31:44,1790199104792,btc,1790199000,Down,0.4,0.34,15.0,796,1.03,0.9,hedged,50.0,20.0,18.665,20.0,1.335
2026-09-23 23:32:44,1790199164777,eth,1790199000,Down,0.53,0.45,15.1,736,1.04,1.01,stopped,60.0,20.0,9.5478,7.2702,-2.2776
2026-09-23 23:33:59,1790199239812,eth,1790199000,Up,0.59,0.5,15.3,661,1.03,0.94,stopped,60.0,20.0,10.5499,11.0569,0.507
2026-09-23 23:34:54,1790199294804,btc,1790199000,Down,0.46,0.37,19.6,606,1.03,1.02,stopped,60.0,20.0,7.9298,4.9306,-2.9992
2026-09-23 23:35:20,1790199320191,eth,1790199000,Down,0.32,0.27,15.6,581,1.03,0.98,stopped,64.6,20.0,5.8822,4.7375,-1.1447
2026-09-23 23:36:09,1790199369839,btc,1790199000,Down,0.26,0.18,30.8,531,1.03,1.01,stopped,60.4,20.0,4.0155,2.4417,-1.5738
2026-09-23 23:37:34,1790199454796,btc,1790199000,Down,0.16,0.12,25.0,446,1.03,1.02,stopped,60.0,20.0,2.7583,1.3089,-1.4495
2026-09-23 23:37:29,1790199449805,eth,1790199000,Down,0.2,0.16,20.0,451,1.03,1.03,stopped,65.0,20.0,3.5975,1.497,-2.1006
2026-09-23 23:39:09,1790199549819,eth,1790199000,Down,0.09,0.07,22.2,351,1.03,1.02,stopped,60.0,20.0,1.703,0.5593,-1.1438
2026-09-23 23:40:19,1790199619839,btc,1790199000,Down,0.05,0.04,20.0,281,1.03,1.0,stopped,64.9,20.0,1.0665,0.5593,-0.5072
2026-09-23 23:41:04,1790199664856,eth,1790199000,Down,0.1,0.08,20.0,236,1.04,1.04,stopped,60.4,20.0,1.9147,0.3726,-1.5421
2026-09-23 23:41:44,1790199704806,btc,1790199000,Down,0.06,0.04,33.3,196,1.03,1.03,stopped,65.0,20.0,1.0665,0.3726,-0.6939
